name,country,date,review_score,review_header,review_body
Mrs. DOE Sumer,CZ,"Updated Feb 15, 2020",5,Exelent,"Exelent, I contact digitalocean to do an abuse repport because one of there client hosted at digitalocean with IP adress was spamming my website, the customer service of digitalocean complied with my demand and my abuse repport when I sent to them all the log repport from my website, after that digitalocean closed the account right away of one of there client Many people use digitalocean with his cloud service for spamming other website I am not suprise that many people are suprised down below to see that there account was closed without any explenation nether any notice Next time the false victim who complied against digitalocean, you will not play the false victims"
Artur,UA,"Feb 11, 2020",1,Awful,Just blocked account with running projects with no explanation. Refused to give back server data. Refused to purge my account despite claiming to follow gdpr. Customer support is replying with delays more than 24h. Not recommending to anyone
Ene,US,"Feb 4, 2020",1,Terrible service,Terrible service. Also no way to contact customer support except for through email -- lots of communication is easily lost through email.
Mikhail,EE,"Jan 29, 2020",1,Blocked account without explanation,"The company has blocked the account without explanation. They then asked for another credit card. I have complied with this requirement. After that, Digital Ocean turned off my site, which worked without problems for three months. Just! I do not advise anyone who does business on the Internet to use this server. No support, do not answer questions about the reasons! Horrible service and hosting. For years in the interne for the first time I see such poor quality."
hani,TN,"Jan 29, 2020",1,Account got locked right after payment…,Account got locked right after payment for no reason
Kristijonas Tumelis,LT,"Jan 29, 2020",1,Waste of time,"Created account, made payment and account has been locked. Contacted support they replied"" Your account was found to match patterns associated with fraudulent behavior, which is a violation of our Terms of Service. After review, we have determined that restoring access to your account is not possible."" asked what was I violating and got no replies. Then I asked my friend to create account with his info, he payed with his own credit card and also got account locked :D their support is parody like they services"
Đặng Thanh Tùng,VN,"Jan 28, 2020",1,Activation Locked without Helpful Support,"I create new Account and spend 5 USD, then i receive My Account is Locked and can not get any futher details."
Oliver,DK,"Updated Mar 26, 2020",4,it works but not the best,ok it works but not the best
Eric Griffiths,US,"Jan 17, 2020",5,DigitalOcean provides the best…,"DigitalOcean provides the best unmanaged hosting I have came across, when it comes to performance per cost. But I can actually understand why the negative reviews here. D.O. is not for everyone. It is targeted to Web Developers and technical people who know how to manage and set up servers. They also assume that you know how to log in and manage an account, keep your credit card on file, and how to cancel an account when you are done. Its called taking responsibility. (some people assume that if there is no traffic going to a server they should know you are done with it and not charge you!?) There is almost no reason to ever have to contact support. The dashboard gives you everything you need. Over the past few years I have hosted hundreds of websites and apps on droplets and spaces with no issues. Downtime has been zero. They are even proactive and update servers, letting you know weeks ahead of time of potential slowdowns or downtime, which I have not experienced. They are a very transparent company, letting you know of potential hardware vulnerabilities and when they will be fixed (like Spectre and Meltdown). Also, the people on here that were locked out, I am sure were locked out for a reason! That is to keep the rest of us safe and provide value for those of us with legitimate hosting needs. Thank you D.O!"
Vladino Vráb,SK,"Jan 15, 2020",5,I have been using digital ocean over a…,"I have been using digital ocean over a year on my staging environment and it works without any problem. I love the UI, it is very user friendly. I never had any problems with the services and i can only recommend."
